STRATEGY_ROW,Look,Look,Look,Look,Look,Walk,Walk,Look,Walk,Walk,Look,Look,Walk,Walk,Walk,Walk,Walk,Look,Look,Look,Look,Walk,Walk,Look,Look,Look,Walk,Walk,Look,Look,Walk,Look,Look,Walk,Look,Walk,Look,Walk,Look,Look,Look,Walk,Walk,Walk,Look,Look,Walk,Walk,Walk,Look
FITNESS_ROW,2.9423628136095696E-4,2.9423628136095696E-4,2.9423628136095696E-4,2.9423628136095696E-4,2.9423628136095696E-4,0.006295933792152148,0.007858533782620195,0.007858533782620195,0.015213429281532733,0.013881003269172522,0.013881003269172522,0.013881003269172522,0.0254869030442609,0.017658266353914157,0.016617462893785486,0.013277712668129034,0.012055250771720084,0.012055250771720084,0.012055250771720084,0.012055250771720084,0.012055250771720084,0.03212340900261469,0.018976178487208235,0.018976178487208235,0.018976178487208235,0.018976178487208235,0.03773539036383112,0.021751580104728458,0.021751580104728458,0.021751580104728458,0.037383590094524244,0.037383590094524244,0.037383590094524244,0.050764800979833935,0.050764800979833935,0.057022376594568644,0.057022376594568644,0.0628342579409536,0.0628342579409536,0.0628342579409536,0.0628342579409536,0.0795155187783163,0.028010333698200666,0.019559037544876454,0.019559037544876454,0.019559037544876454,0.03312803660739648,0.020728237149606487,0.014319319918348202,0.014319319918348202
STRATEGY_ROW,Look,Look,Look,Look,Look,Walk,Walk,Look,Walk,Walk,Look,Look,Walk,Walk,Walk,Walk,Walk,Look,Look,Look,Look,Walk,Walk,Look,Look,Look,Walk,Walk,Look,Look,Walk,Look,Look,Walk,Look,Walk,Look,Walk,Look,Look,Look,Walk,Walk,Walk,Look,Look,Walk,Walk,Walk,Look
FITNESS_ROW,2.9423628136095696E-4,2.9423628136095696E-4,2.9423628136095696E-4,2.9423628136095696E-4,2.9423628136095696E-4,0.006334328266959085,0.008032620298208755,0.008032620298208755,0.014559783004874928,0.012918535519356502,0.012918535519356502,0.012918535519356502,0.023785979933814906,0.016914784087157287,0.013016438552933045,0.013694124412419965,0.013923569560671282,0.013923569560671282,0.013923569560671282,0.013923569560671282,0.013923569560671282,0.03632322724677558,0.019825327333871164,0.019825327333871164,0.019825327333871164,0.019825327333871164,0.04214660798587299,0.02434464369041289,0.02434464369041289,0.02434464369041289,0.042072602384232355,0.042072602384232355,0.042072602384232355,0.05839057894854548,0.05839057894854548,0.06444347195824045,0.06444347195824045,0.07083012610802113,0.07083012610802113,0.07083012610802113,0.07083012610802113,0.08688513778961857,0.03318376146377476,0.02318524952636119,0.02318524952636119,0.02318524952636119,0.03738127465147178,0.021960155767350525,0.01445490887482882,0.01445490887482882
STRATEGY_ROW,Look,Look,Look,Look,Look,Walk,Walk,Look,Walk,Walk,Look,Look,Walk,Walk,Walk,Walk,Walk,Look,Look,Look,Look,Walk,Walk,Look,Look,Look,Walk,Walk,Look,Look,Walk,Look,Look,Walk,Look,Walk,Look,Walk,Look,Look,Look,Walk,Walk,Walk,Look,Look,Walk,Walk,Walk,Look
FITNESS_ROW,2.9423628136095696E-4,2.9423628136095696E-4,2.9423628136095696E-4,2.9423628136095696E-4,2.9423628136095696E-4,0.006196588035292312,0.007447223559474717,0.007447223559474717,0.013713825267504837,0.013091840965638736,0.013091840965638736,0.013091840965638736,0.026327428011188737,0.01790683680521298,0.014306519747219991,0.012954736135265701,0.013075339187677419,0.013075339187677419,0.013075339187677419,0.013075339187677419,0.013075339187677419,0.035973736854866316,0.02144731807802123,0.02144731807802123,0.02144731807802123,0.02144731807802123,0.040639505835363875,0.02287861484287691,0.02287861484287691,0.02287861484287691,0.03853474876024941,0.03853474876024941,0.03853474876024941,0.052338804874973624,0.052338804874973624,0.05862459100562711,0.05862459100562711,0.06487259661253474,0.06487259661253474,0.06487259661253474,0.06487259661253474,0.0806199313918571,0.03247265054864191,0.02290612171088837,0.02290612171088837,0.02290612171088837,0.037116928127721945,0.02304842539226201,0.015356290420697626,0.015356290420697626
STRATEGY_ROW,Look,Look,Look,Look,Look,Walk,Walk,Look,Walk,Walk,Look,Look,Walk,Walk,Walk,Walk,Walk,Look,Look,Look,Look,Walk,Walk,Look,Look,Look,Walk,Walk,Look,Look,Walk,Look,Look,Walk,Look,Walk,Look,Walk,Look,Look,Look,Walk,Walk,Walk,Look,Look,Walk,Walk,Walk,Look
FITNESS_ROW,2.9423628136095696E-4,2.9423628136095696E-4,2.9423628136095696E-4,2.9423628136095696E-4,2.9423628136095696E-4,0.006038954581936558,0.007892339915051899,0.007892339915051899,0.013831576034909558,0.011839797939514405,0.011839797939514405,0.011839797939514405,0.023177077460825424,0.017339386665139574,0.015020909871494726,0.012726328785774994,0.011390274622809716,0.011390274622809716,0.011390274622809716,0.011390274622809716,0.011390274622809716,0.031743928008043217,0.018019230783569887,0.018019230783569887,0.018019230783569887,0.018019230783569887,0.03744460817692173,0.020092015266559692,0.020092015266559692,0.020092015266559692,0.03368346305647585,0.03368346305647585,0.03368346305647585,0.04820170510325238,0.04820170510325238,0.05426647184162367,0.05426647184162367,0.05927709415593968,0.05927709415593968,0.05927709415593968,0.05927709415593968,0.07615015315086524,0.02609524438209712,0.022147052596563365,0.022147052596563365,0.022147052596563365,0.03517948952593913,0.022864486297371114,0.015403753298209552,0.015403753298209552
STRATEGY_ROW,Look,Look,Look,Look,Look,Walk,Walk,Look,Walk,Walk,Look,Look,Walk,Walk,Walk,Walk,Walk,Look,Look,Look,Look,Walk,Walk,Look,Look,Look,Walk,Walk,Look,Look,Walk,Look,Look,Walk,Look,Walk,Look,Walk,Look,Look,Look,Walk,Walk,Walk,Look,Look,Walk,Walk,Walk,Look
FITNESS_ROW,2.9423628136095696E-4,2.9423628136095696E-4,2.9423628136095696E-4,2.9423628136095696E-4,2.9423628136095696E-4,0.006161814482091806,0.008088744417976466,0.008088744417976466,0.014453831442358631,0.012728989638660123,0.012728989638660123,0.012728989638660123,0.024386169851590762,0.01583794243153822,0.014743032063257116,0.012899539382394317,0.01319249755548204,0.01319249755548204,0.01319249755548204,0.01319249755548204,0.01319249755548204,0.03447303326408158,0.020667975116655985,0.020667975116655985,0.020667975116655985,0.020667975116655985,0.040474337693287565,0.022028382496953484,0.022028382496953484,0.022028382496953484,0.03803208382946384,0.03803208382946384,0.03803208382946384,0.05374355552240376,0.05374355552240376,0.059830951416200255,0.059830951416200255,0.06518684718297367,0.06518684718297367,0.06518684718297367,0.06518684718297367,0.08193473422293332,0.03359894503402402,0.023608476377886097,0.023608476377886097,0.023608476377886097,0.03679072908748864,0.021609985207399183,0.01541392377808753,0.01541392377808753
